Order ID,Event Date,Publisher Name,Website Name,Action Name,Action Type,Status,Sale Amount (USD),Corrected Amount (USD),Order Discount (USD),Advertiser Commission (USD),Publisher Commission (USD),CJ Fee (USD),Operating System,Device Name,Browser,Is Tablet,Model,Ad ID,Coupon,Click Referring URL
300092883,3/30/2015 11:45,Shopathome.com,shopathome,Skincare By Alana purchase,Advanced Sale,New,17,0,0,-2.21,1.7,0.51,Windows 7,Desktop,IE,FALSE,Desktop,10833028,,
300092882,3/30/2015 11:39,Coupons.com Incorporated,coupons.com,Skincare By Alana purchase,Advanced Sale,New,21.6,0,2.4,-0.948,0.648,0.3,OS X,Desktop,Safari,FALSE,Desktop,12085311,SAVE10CJ,http://www.coupons.com/coupon-codes/skincare-by-alana/?utm_expid=87900937-11.0Ha6YdkUTNiUxHO1p8Ce1Q.
300092882,3/30/2015 11:39,Coupons.com Incorporated,coupons.com,SkincareByAlana.com Purchase - New Customer,Advanced Sale,Extended,21.6,0,2.4,-0.948,0.648,0.3,OS X,Desktop,Safari,FALSE,Desktop,12085311,SAVE10CJ,http://www.coupons.com/coupon-codes/skincare-by-alana/?utm_expid=87900937-11.0Ha6YdkUTNiUxHO1p8Ce1Q.
300092879,3/30/2015 11:22,"Ebates Performance Marketing, Inc.",Ebates.com,Skincare By Alana purchase,Advanced Sale,New,126,0,0,-19.656,15.12,4.536,OS X 10.6 Snow Leopard,Desktop,Safari,FALSE,Desktop,12125428,LIPBALM,http://www.ebates.com/skincarebyalana_12408-xfas?special=11317041&navigation_id=22405&sourceName=Web
300092879,3/30/2015 11:22,"Ebates Performance Marketing, Inc.",Ebates.com,SkincareByAlana.com Purchase - New Customer,Advanced Sale,Extended,126,0,0,-19.656,15.12,4.536,OS X 10.6 Snow Leopard,Desktop,Safari,FALSE,Desktop,12125428,LIPBALM,http://www.ebates.com/skincarebyalana_12408-xfas?special=11317041&navigation_id=22405&sourceName=Web
300092840,3/29/2015 23:08,Coupons.com Incorporated,coupons.com,Skincare By Alana purchase,Advanced Sale,Extended,45.79,0,5.09,-1.786,1.374,0.412,Windows 7,Desktop,Chrome,FALSE,Desktop,12085311,SAVE10CJ,http://www.coupons.com/coupon-codes/skincare-by-alana/?utm_expid=87900937-11.0Ha6YdkUTNiUxHO1p8Ce1Q.
300092840,3/29/2015 23:08,Coupons.com Incorporated,coupons.com,SkincareByAlana.com Purchase - Existing Customer,Advanced Sale,New,45.79,0,5.09,-1.786,1.374,0.412,Windows 7,Desktop,Chrome,FALSE,Desktop,12085311,SAVE10CJ,http://www.coupons.com/coupon-codes/skincare-by-alana/?utm_expid=87900937-11.0Ha6YdkUTNiUxHO1p8Ce1Q.
300092836,3/29/2015 21:41,Coupons.com Incorporated,coupons.com,Skincare By Alana purchase,Advanced Sale,Extended,178.2,0,19.8,-6.95,5.346,1.604,Android,Galaxy S4,Android Webkit,FALSE,SCH-I545,12085311,SAVE10CJ,http://www.coupons.com/coupon-codes/skincare-by-alana/
300092836,3/29/2015 21:42,Coupons.com Incorporated,coupons.com,SkincareByAlana.com Purchase - New Customer,Advanced Sale,New,178.2,0,19.8,-6.95,5.346,1.604,Android,Galaxy S4,Android Webkit,FALSE,SCH-I545,12085311,SAVE10CJ,http://www.coupons.com/coupon-codes/skincare-by-alana/
300092833,3/29/2015 20:52,"Ebates Performance Marketing, Inc.",Ebates.com,SkincareByAlana.com Purchase - Existing Customer,Advanced Sale,Extended,75,0,0,-11.7,9,2.7,OS X 10.7 Lion,Desktop,Safari,FALSE,Desktop,11600828,DMGSHH,http://www.ebates.com/skincarebyalana_12408-xfas?navigation_id=22620&sourceName=Web-Desktop
300092833,3/29/2015 20:52,"Ebates Performance Marketing, Inc.",Ebates.com,Skincare By Alana purchase,Advanced Sale,New,75,0,0,-11.7,9,2.7,OS X 10.7 Lion,Desktop,Safari,FALSE,Desktop,11600828,DMGSHH,http://www.ebates.com/skincarebyalana_12408-xfas?navigation_id=22620&sourceName=Web-Desktop
300092811,3/29/2015 16:00,WhaleShark Media: RetailMeNot.com,RetailMeNot,SkincareByAlana.com Purchase - New Customer,Advanced Sale,Extended,53.64,0,0,-2.092,1.609,0.483,iOS,iPad,Safari,TRUE,iPad,10833043,,http://www.retailmenot.com/coupons/bioelements?c=4378461
300092811,3/29/2015 16:00,WhaleShark Media: RetailMeNot.com,RetailMeNot,Skincare By Alana purchase,Advanced Sale,New,53.64,0,0,-2.092,1.609,0.483,iOS,iPad,Safari,TRUE,iPad,10833043,,http://www.retailmenot.com/coupons/bioelements?c=4378461
300092809,3/29/2015 15:34,Coupons.com Incorporated,coupons.com,Skincare By Alana purchase,Advanced Sale,Extended,59,0,0,-2.301,1.77,0.531,iOS,iPad,Safari,TRUE,iPad,12085311,DMGSHH,http://www.coupons.com/coupon-codes/skincare-by-alana/?cid=585384_2&pos=10&ver=alertsignup&utm_expid
